ts,kind_brand,kind_category,idtype_count,device_cummulative_cnts
2022-01-13,SimpliSafe,Camera,1,5187
2022-01-13,Polaroid,TV,2,44
2022-01-13,Dell,Printer,1,311
2022-01-13,Xfinity,Camera,1,1
2022-01-13,Brid,Air Purifier,1,6
2022-01-13,Polk Audio,Speaker,2,5
2022-01-13,AlexusThompson,TV,1,1
2022-01-13,Atgames,Game Console,3,161
2022-01-13,Hunter Douglas,Hub,1,53
2022-01-13,Gigaset,Tablet,2,30
2022-01-13,Faleemi,Camera,1,18
2022-01-13,Pure,Media Player,1,1
2022-01-13,Hatch,Smart Appliance,1,1561
2022-01-13,Multicraft,Laptop & Computer,1,1
2022-01-13,FX Luminaire,Smart Remote,1,8
2022-01-13,Whirlpool,Fridge,1,11
2022-01-13,Ambi Climate,Smart Remote,1,7
2022-01-13,Little Genius,Watch,1,4
2022-01-13,Defender,Home Security,1,12
2022-01-13,Energy,Smart Monitor,1,40
2022-01-13,Tizen,Laptop & Computer,1,4
2022-01-13,Nettalk,VoIP Gateway,1,3
2022-01-13,Konke,Plug,1,25
2022-01-13,Lorex,Smart Monitor,1,11
2022-01-13,EverLights,Hub,1,10
2022-01-13,DIRECTV,Set Top Box,2,10812
2022-01-13,Mate,Set Top Box,1,1
2022-01-13,D43A214,Tablet,1,1
2022-01-13,in,TV,1,1
2022-01-13,Marks,TV,1,1
2022-01-13,Dling,Doorbell,1,1
2022-01-13,RK3368,Tablet,2,4
2022-01-13,URC,Hub,1,4
2022-01-13,Maytronics,Smart Appliance,1,77
2022-01-13,Mini,Tablet,1,1
2022-01-13,VOCOlinc,Plug,2,300
2022-01-13,Meural,Picture Frame,1,25
2022-01-13,Lux,Thermostat,1,44
2022-01-13,ARRIS,TV,10,26
2022-01-13,Bowers & Wilkins,Speaker,5,50
2022-01-13,TP-Link,Plug,9,23692
2022-01-13,IMS,Tablet,1,1
2022-01-13,Delta,Smart Appliance,1,47
2022-01-13,JBL,Speaker,2,130
2022-01-13,Shenzhen,Camera,1,1192
2022-01-13,J107,Tablet,1,1
2022-01-13,Lizvie,Camera,1,8
2022-01-13,Wansview,Camera,1,46
2022-01-13,Ricoh,Printer,2,112
2022-01-13,Zyxel,NAS Storage,1,8
2022-01-13,Aqara,Hub,3,58
2022-01-13,Currant,Plug,1,21
2022-01-13,Pro1,Thermostat,1,101
2022-01-13,LivingRoomOnn,TV,1,1
2022-01-13,Interlogix,Home Security,1,15
2022-01-13,Hugoai,Camera,1,3
2022-01-13,Yunmai mini,Scale,1,2
2022-01-13,Magic TV,Media Player,2,7
2022-01-13,Fargo Card,Printer,1,2
2022-01-13,Marantz,Speaker,1,4
2022-01-13,Russound,Media Player,3,19
2022-01-13,Jeannas,TV,1,1
2022-01-13,SHARP,TV,1,1
2022-01-13,Nflxso,TV,1,1
2022-01-13,Panasonic,Smart Monitor,1,30
2022-01-13,Dmtab,Tablet,4,6
2022-01-13,Levoit,Smart Appliance,1,408
2022-01-13,Baileys,TV,1,1
2022-01-13,WarrenTCL,TV,1,1
2022-01-13,Wyze,Light Bulb,1,72
2022-01-13,Sonos,Hub,1,477
2022-01-13,EcoFlow,Solar,1,32
2022-01-13,Livingroom,TV,1,2
2022-01-13,dads,TV,1,1
2022-01-13,Verizon,Range Extender,1,3
2022-01-13,IO Data,NAS Storage,2,8
2022-01-13,Skydrop,Sprinkler,1,21
2022-01-13,Naxa,Tablet,1,1
2022-01-13,Petcube,Camera,1,136
2022-01-13,Cavalier,Speaker,2,14
2022-01-13,Harman Kardon,Speaker,8,158
2022-01-13,Exigent,Smoke Alarm,1,92
2022-01-13,Pax,Smart Appliance,1,22
2022-01-13,Sleep Number,Smart Appliance,1,4461
2022-01-13,Rheem,Smart Appliance,1,634
2022-01-13,Visual Land,Tablet,2,35
2022-01-13,ADT,Hub,1,210
2022-01-13,ProScan,Tablet,14,1238
2022-01-13,K70,Tablet,1,1
2022-01-13,Quad,Tablet,5,23
2022-01-13,Viavi,Smart Monitor,1,62
2022-01-13,Mercedes-Benz,Car,1,1
2022-01-13,Tado,Air Conditioner,2,15
2022-01-13,Miele,Washer Dryer,1,90
2022-01-13,ZWO,Smart Appliance,1,5
2022-01-13,Nees,TV,1,2
2022-01-13,I10,Tablet,1,1
2022-01-13,RK30SDK,Tablet,1,1
2022-01-13,CyberQ,Smart Remote,1,13
2022-01-13,Google,Tablet,7,2636
2022-01-13,August,Hub,1,1658
2022-01-13,WorldMax,Set Top Box,1,1
2022-01-13,MagicHue,Hub,1,981
2022-01-13,X96MAX,Tablet,3,7
2022-01-13,Hammerhead,WiFi Tracker,1,3
2022-01-13,PumpSpy,Plug,1,9
2022-01-13,Blaupunkt,Set Top Box,1,1
2022-01-13,B1,Tablet,1,1
2022-01-13,Lenovo,Tablet,67,1428
2022-01-13,Koral,Tablet,2,3
2022-01-13,Kingbox,Media Player,1,11
2022-01-13,Anker,Speaker,1,20
2022-01-13,Nexsmart,Tablet,1,1
2022-01-13,Alps,Car,1,630
2022-01-13,SP9853I,Tablet,1,1
2022-01-13,Leeo,Sensor,1,12
2022-01-13,Buddee,Plug,1,1
2022-01-13,M9C,Tablet,2,3
2022-01-13,RK3399,Tablet,1,1
2022-01-13,RCA,Tablet,1,9
2022-01-13,SolarEdge,Solar,2,286
2022-01-13,Withings,Scale,2,964
2022-01-13,August,Doorbell,1,31
2022-01-13,Tespo,Smart Appliance,1,3
2022-01-13,Donika,TV,1,1
2022-01-13,Yuntab,Tablet,1,5
2022-01-13,Connected Life Labs,Sensor,1,12
2022-01-13,Mycar,Car,1,321
2022-01-13,Owl,TV,1,1
2022-01-13,PA,Tablet,1,1
2022-01-13,Tivo,Set Top Box,1,62918
2022-01-13,TGH1051,Tablet,1,1
2022-01-13,Le Pan,Tablet,2,33
2022-01-13,TAG Heuer,Watch,1,37
2022-01-13,THE,Tablet,1,1
2022-01-13,Eve,Camera,1,23
2022-01-13,NEC,Tablet,2,43
2022-01-13,Sangoma,Hub,1,2
2022-01-13,Roku,TV,1,21755
2022-01-13,Samsung,Plug,2,2427
2022-01-13,SuperSonic,Tablet,19,51
2022-01-13,Shelly,Light Switch,7,316
2022-01-13,Kobo,Tablet,2,2
2022-01-13,MediaTek,Tablet,2,113
2022-01-13,Malonnies,TV,1,1
2022-01-13,Sky,Set Top Box,1,4
2022-01-13,GoPro,Camera,2,136
2022-01-13,SoftwinerEvb,Tablet,1,84
2022-01-13,myTouchSmart,Plug,1,3
2022-01-13,Nebula,Smart Appliance,1,103
2022-01-13,VARO,Speaker,1,1
2022-01-13,Oppo,Watch,1,2
2022-01-13,EasyView,Set Top Box,1,2
2022-01-13,Verizon Wireless,Tablet,1,3
2022-01-13,Samsung,Hub,4,1987
2022-01-13,Olivias,TV,1,1
2022-01-13,Logitech,Smart Appliance,1,46
2022-01-13,LIFX,Light Bulb,1,9
2022-01-13,iHome,Smart Monitor,1,21
2022-01-13,PlayRoom,TV,1,1
2022-01-13,Mobvoi,Plug,1,1
2022-01-13,Epik,Tablet,1,6
2022-01-13,Meizu,Tablet,12,27
2022-01-13,YennifersTCL,TV,1,1
2022-01-13,Bosstv,Tablet,2,3
2022-01-13,ProForm,Fitness Trainer & Bike,1,319
2022-01-13,PBS Kids,Tablet,1,7
2022-01-13,Apache,TV,1,4
2022-01-13,Google,Laptop & Computer,3,118959
2022-01-13,Toshiba,Tablet,3,19
2022-01-13,UMS512,Tablet,1,2
2022-01-13,UJ,Tablet,1,2
2022-01-13,Veo,Camera,1,4
2022-01-13,Homey,Hub,1,4
2022-01-13,Btab,Tablet,1,1
2022-01-13,Yi,Camera,1,3460
2022-01-13,Basement,TV,1,1
2022-01-13,Q201,Tablet,2,11
2022-01-13,X96MINI,Tablet,2,2
2022-01-13,Allworx,VoIP Gateway,1,30
2022-01-13,Shelly,Sensor,5,30
2022-01-13,Safety 1st,Baby Camera,1,9
2022-01-13,Yolandas,TV,1,1
2022-01-13,Polaroid,Speaker,1,6
2022-01-13,Citizen,Printer,1,1
2022-01-13,Wyze,Doorlock,1,291
2022-01-13,Shenzhen,Scale,1,86
2022-01-13,SDM,Tablet,2,3
2022-01-13,Garmin,WiFi Tracker,14,827
2022-01-13,Lorex,Home Security,20,446
2022-01-13,Chevrolet,Car,2,538
2022-01-13,Tank Utility,Smart Monitor,1,6
2022-01-13,Baidu,Voice Assistant,1,6
2022-01-13,Smile Zemi,Tablet,1,38
2022-01-13,Percee,Set Top Box,1,2
2022-01-13,Cubo,Baby Camera,1,34
2022-01-13,SiliconDust,Set Top Box,1,230
2022-01-13,Reolink,Camera,6,446
2022-01-13,2GIG,Home Security,1,172
2022-01-13,Letv,Tablet,1,1
2022-01-13,MegaTec,Smart Appliance,1,5
2022-01-13,Control4,Speaker,2,6
2022-01-13,ViewSonic,Tablet,3,3
2022-01-13,GD,Tablet,1,1
2022-01-13,Pit Boss,Smart Appliance,1,180
2022-01-13,Xiaomi,Camera,4,390
2022-01-13,Octastream,Tablet,1,1
2022-01-13,CY,Tablet,1,1
2022-01-13,Sercomm,Camera,2,4914
2022-01-13,ThermoWorks,Hub,1,9
2022-01-13,Samsung,Air Purifier,1,90
2022-01-13,Nixplay,Picture Frame,2,1786
2022-01-13,Zmodo,Home Security,1,177
2022-01-13,Konica Minolta,Printer,1,115
2022-01-13,Buick,Car,2,50
2022-01-13,Nexbox,Tablet,1,1
2022-01-13,M8S,Tablet,1,1
2022-01-13,Elgato,Light Bulb,4,195
2022-01-13,Oculus,Wearable & Virtual Reality,3,10208
2022-01-13,FrontRoom,TV,1,1
2022-01-13,Cocoon,Camera,1,3
2022-01-13,URC,Smart Remote,1,10
2022-01-13,Ibnbedroom,TV,1,1
2022-01-13,VMware,Network Controller,1,14
2022-01-13,Amazon,Hub,1,909
2022-01-13,P9,Tablet,1,1
2022-01-13,LeapFrog,TV,1,50
2022-01-13,OpenWrt,Laptop & Computer,1,2
2022-01-13,Blackweb,Speaker,1,58
2022-01-13,Sharp,TV,21,5933
2022-01-13,HP,Laptop & Computer,11,1682
2022-01-13,Leapfrog,Game Console,1,34
2022-01-13,Vivotek,Camera,1,1760
2022-01-13,Generac,Smart Monitor,1,26
2022-01-13,FloLogic,Smart Appliance,1,3
2022-01-13,Debian,Laptop & Computer,1,59
2022-01-13,Konnected,Home Security,1,286
2022-01-13,Onelink,Weather Monitor,1,1
2022-01-13,Audio Pro,Speaker,2,3
2022-01-13,Control4,Doorbell,1,10
2022-01-13,Digiland,Tablet,1,2
2022-01-13,Synology,NAS Storage,74,880
2022-01-13,Bluesound,Media Player,9,34
2022-01-13,oOnn,TV,1,1
2022-01-13,Flume,Smart Monitor,1,130
2022-01-13,HP,Printer,1,105869
2022-01-13,Jooki,Media Player,1,4
2022-01-13,Huawei,Watch,1,1
2022-01-13,Public,Tablet,1,1
2022-01-13,Samsung,Tablet,252,60664
2022-01-13,Cubbit,NAS Storage,1,4
2022-01-13,Yealink,VoIP Gateway,35,956
2022-01-13,OPPO,Tablet,1,1
2022-01-13,Netgear,NAS Storage,3,49
2022-01-13,Sylvania,Light Bulb,1,79
2022-01-13,Humax,TV,1,1
2022-01-13,HX,Tablet,2,2
2022-01-13,Google,Home Security,1,315
2022-01-13,Generac,Smart Remote,1,769
2022-01-13,VW,Tablet,1,1
2022-01-13,Sheas,TV,1,1
2022-01-13,GE,Light Bulb,1,2711
2022-01-13,Amazon,Doorbell,6,31639
2022-01-13,Itel,Tablet,1,1
2022-01-13,Nooie,Camera,1,108
2022-01-13,Volkswagen,Car,1,4
2022-01-13,Rand Mcnally,WiFi Tracker,1,28
2022-01-13,iRobot,Robot Vacuum Cleaner,1,18119
2022-01-13,Global,Set Top Box,2,32
2022-01-13,Leviton,Light Switch,2,2607
2022-01-13,Elivias,TV,1,1
2022-01-13,ZyXEL,NAS Storage,1,1
2022-01-13,Sony,Camera,1,9
2022-01-13,Facebook,Set Top Box,1,45
2022-01-13,Meross,Light Bulb,3,557
2022-01-13,Xiaomi,Hub,1,36
2022-01-13,XRS,Tablet,1,2
2022-01-13,Camect,Hub,1,4
2022-01-13,Mobvoi,Watch,5,59
2022-01-13,sof,TV,1,1
2022-01-13,Innosilicon,Smart Appliance,1,5
2022-01-13,Awair,Air Purifier,1,155
2022-01-13,HnLs,TV,1,1
2022-01-13,Asustor,NAS Storage,2,4
2022-01-13,Samsung,Laptop & Computer,12,929
2022-01-13,Onkyo,Set Top Box,28,812
2022-01-13,Gateway,Laptop & Computer,1,3
2022-01-13,LG,NAS Storage,1,1
2022-01-13,Sevenhugs,Smart Remote,1,9
2022-01-13,Hoobs,Hub,1,33
2022-01-13,P80X,Tablet,1,2
2022-01-13,AND,Tablet,1,2
2022-01-13,K,TV,1,1
2022-01-13,Toshiba,Laptop & Computer,3,14
2022-01-13,Samsung,Oven,1,192
2022-01-13,Acer,Laptop & Computer,9,833
2022-01-13,Super,Tablet,1,1
2022-01-13,Samsung,Voice Assistant,2,115
2022-01-13,TP-Link,Light Bulb,3,4050
2022-01-13,Sengled,Light Bulb,4,2160
2022-01-13,EVduty,Smart Appliance,1,5
2022-01-13,Belkin,Light Switch,2,2355
2022-01-13,Sony,Tablet,25,162
2022-01-13,Google,Thermostat,1,29366
2022-01-13,Shelly,Plug,1,4
2022-01-13,CnM,Tablet,1,1
2022-01-13,Nuclius,Tablet,1,1
2022-01-13,Orbit,Sprinkler,1,1472
2022-01-13,Garage,TV,1,1
2022-01-13,De'Longhi,Coffee Maker,1,3
2022-01-13,Toucan,Camera,1,4
2022-01-13,AVerMedia,Set Top Box,1,45
2022-01-13,MikidsSmartWatch,Watch,1,2
2022-01-13,ECO Plugs,Plug,1,471
2022-01-13,Yamaha,Speaker,1,198
2022-01-13,Meross,Plug,3,2423
2022-01-13,ASUS,Laptop & Computer,10,312
2022-01-13,Acer,Tablet,18,190
2022-01-13,Broadlink,Light Bulb,1,1
2022-01-13,Xiaomi,TV,1,6
2022-01-13,CSD,Tablet,1,1
2022-01-13,Ilive,Speaker,1,85
2022-01-13,TCLSeries,TV,1,1
2022-01-13,TCL,TV,20,61923
2022-01-13,Twifi,Tablet,1,4
2022-01-13,Haier,TV,8,39
2022-01-13,AcuRite,Weather Monitor,1,139
2022-01-13,IGS,Tablet,1,1
2022-01-13,Mediatek,Tablet,2,21
2022-01-13,Somfy,Smart Appliance,1,126
2022-01-13,Tesla,Car,5,2677
2022-01-13,Fi,Smart Appliance,1,7
2022-01-13,TCC893X,Tablet,1,5
2022-01-13,WalkingPad,Fitness Trainer & Bike,1,2
2022-01-13,Facebook,Tablet,3,22489
2022-01-13,Whirlpool,Oven,1,461
2022-01-13,Kodak,Camera,3,24
2022-01-13,Slate,Tablet,3,29
2022-01-13,Elite,Tablet,3,8
2022-01-13,Ingenico,Smart Appliance,1,135
2022-01-13,TMC800,Tablet,1,1
2022-01-13,Logitech,Media Player,1,1
2022-01-13,Tylers,TV,1,1
2022-01-13,Snom,VoIP Gateway,1,18
2022-01-13,TR99,Tablet,1,1
2022-01-13,Tesla,Solar,2,254
2022-01-13,PTZOptics,Camera,1,4
2022-01-13,Shelly,Smart Monitor,1,6
2022-01-13,NS,Tablet,5,10
2022-01-13,Sprout Channel,Tablet,1,5
2022-01-13,Thermador,Fridge,1,3
2022-01-13,Nvidia,Set Top Box,2,1855
2022-01-13,Zync,Tablet,2,2
2022-01-13,Orange,Tablet,1,9
2022-01-13,ZN,Tablet,1,2
2022-01-13,LG,Tablet,7,555
2022-01-13,B2,Tablet,1,2
2022-01-13,Chelsee,TV,1,1
2022-01-13,Clova,Voice Assistant,1,1
2022-01-13,T40,Tablet,1,1
2022-01-13,Arlo,Doorbell,2,753
2022-01-13,Amazon,Printer,1,40
2022-01-13,Travon,TV,1,1
2022-01-13,Mias,TV,1,1
2022-01-13,Theepic,TV,1,1
2022-01-13,TP-Link,Hub,1,5
2022-01-13,Cambridge Audio,Media Player,2,11
2022-01-13,Xgimi,Set Top Box,1,12
2022-01-13,Netgear,Range Extender,14,113
2022-01-13,SCISHION,Media Player,1,4
2022-01-13,Kocaso,Tablet,2,2
2022-01-13,Vocolinc,Plug,4,40
2022-01-13,Steciuks,TV,1,1
2022-01-13,Link,Set Top Box,1,3
2022-01-13,Cadillac,Car,1,17
2022-01-13,Gardyn,Smart Appliance,1,46
2022-01-13,RCA Tablets,Tablet,67,1582
2022-01-13,Aosp,Tablet,2,4
2022-01-13,Verizon,Tablet,6,1248
2022-01-13,Oplink,Tablet,1,8
2022-01-13,Silicon Graphics,Laptop & Computer,1,8
2022-01-13,Amcrest,Doorbell,1,120
2022-01-13,TCT,Tablet,1,7
2022-01-13,Meross,Network Controller,1,1
2022-01-13,FH116A8,Tablet,1,2
2022-01-13,Leapfrog,Tablet,2,109
2022-01-13,Asus,Range Extender,1,1
2022-01-13,Lenovo,NAS Storage,1,1
2022-01-13,Dnetsmart,Tablet,1,1
2022-01-13,Ideal Sciences,Sensor,1,101
2022-01-13,Westgate,Tablet,1,1
2022-01-13,Kings,TV,1,1
2022-01-13,BMPRO,Tablet,1,12
2022-01-13,Zidoo,Tablet,2,2
2022-01-13,Trimble,Tablet,1,4
2022-01-13,Orange Pi,Laptop & Computer,1,1
2022-01-13,Miku,Baby Camera,1,62
2022-01-13,X4,Tablet,1,1
2022-01-13,PumpSpy,Smart Monitor,1,89
2022-01-13,Asus,Laptop & Computer,2,8
2022-01-13,Chamberlain,Garage Opener,2,17871
2022-01-13,Mpman,Laptop & Computer,1,126
2022-01-13,Slingbox,Set Top Box,4,103
2022-01-13,X95,Tablet,1,1
2022-01-13,Breanna,TV,1,1
2022-01-13,Realtek,Set Top Box,1,4
2022-01-13,Arlo,Camera,5,4093
2022-01-13,Nextbook,Tablet,3,15
2022-01-13,Arlo,Hub,7,5385
2022-01-13,Samsung,Media Player,4,1560
2022-01-13,Clubhouse,TV,1,1
2022-01-13,Anova Culinary,Oven,1,48
2022-01-13,HikVision,Camera,1,924
2022-01-13,Yandex,Media Player,1,2
2022-01-13,Whistle,WiFi Tracker,1,272
2022-01-13,Tesco,Tablet,1,3
2022-01-13,Jacuzzi,Smart Appliance,1,188
